"data","hour","type","site","value"
20140513,22,"SO2_24h","南京-浦口",NA
20140513,22,"NO2","南京-浦口",NA
20140513,22,"NO2_24h","南京-浦口",NA
20140513,22,"O3","南京-浦口",NA
20140513,22,"O3_24h","南京-浦口",NA
20140513,22,"O3_8h","南京-浦口",NA
20140513,22,"O3_8h_24h","南京-浦口",NA
20140513,22,"CO","南京-浦口",NA
20140513,22,"CO_24h","南京-浦口",NA
20140513,23,"AQI","南京-浦口",NA
20140513,23,"PM2.5","南京-浦口",NA
20140513,23,"PM2.5_24h","南京-浦口",NA
20140513,23,"PM10","南京-浦口",NA
20140513,23,"PM10_24h","南京-浦口",NA
20140513,23,"SO2","南京-浦口",NA
20140513,23,"SO2_24h","南京-浦口",NA
20140513,23,"NO2","南京-浦口",NA
20140513,23,"NO2_24h","南京-浦口",NA
20140513,23,"O3","南京-浦口",NA
20140513,23,"O3_24h","南京-浦口",NA
20140513,23,"O3_8h","南京-浦口",NA
20140513,23,"O3_8h_24h","南京-浦口",NA
20140513,23,"CO","南京-浦口",NA
20140513,23,"CO_24h","南京-浦口",NA
20140513,0,"AQI","南京-奥体中心","113"
20140513,0,"PM2.5","南京-奥体中心","62"
20140513,0,"PM2.5_24h","南京-奥体中心","60"
20140513,0,"PM10","南京-奥体中心","176"
20140513,0,"PM10_24h","南京-奥体中心","131"
20140513,0,"SO2","南京-奥体中心","6"
20140513,0,"SO2_24h","南京-奥体中心","24"
20140513,0,"NO2","南京-奥体中心","115"
20140513,0,"NO2_24h","南京-奥体中心","59"
20140513,0,"O3","南京-奥体中心","4"
20140513,0,"O3_24h","南京-奥体中心","216"
20140513,0,"O3_8h","南京-奥体中心","85"
20140513,0,"O3_8h_24h","南京-奥体中心","196"
20140513,0,"CO","南京-奥体中心","0.008"
20140513,0,"CO_24h","南京-奥体中心","0.029"
20140513,1,"AQI","南京-奥体中心","126"
20140513,1,"PM2.5","南京-奥体中心","65"
20140513,1,"PM2.5_24h","南京-奥体中心","60"
20140513,1,"PM10","南京-奥体中心","202"
20140513,1,"PM10_24h","南京-奥体中心","134"
20140513,1,"SO2","南京-奥体中心","8"
20140513,1,"SO2_24h","南京-奥体中心","24"
20140513,1,"NO2","南京-奥体中心","50"
20140513,1,"NO2_24h","南京-奥体中心","57"
20140513,1,"O3","南京-奥体中心","3"
20140513,1,"O3_24h","南京-奥体中心","216"
20140513,1,"O3_8h","南京-奥体中心","59"
20140513,1,"O3_8h_24h","南京-奥体中心","196"
20140513,1,"CO","南京-奥体中心","0.01"
20140513,1,"CO_24h","南京-奥体中心","0.029"
20140513,2,"AQI","南京-奥体中心","50"
20140513,2,"PM2.5","南京-奥体中心",NA
20140513,2,"PM2.5_24h","南京-奥体中心","60"
20140513,2,"PM10","南京-奥体中心",NA
20140513,2,"PM10_24h","南京-奥体中心","134"
20140513,2,"SO2","南京-奥体中心",NA
20140513,2,"SO2_24h","南京-奥体中心","24"
20140513,2,"NO2","南京-奥体中心","99"
20140513,2,"NO2_24h","南京-奥体中心","58"
20140513,2,"O3","南京-奥体中心",NA
20140513,2,"O3_24h","南京-奥体中心","216"
20140513,2,"O3_8h","南京-奥体中心","39"
20140513,2,"O3_8h_24h","南京-奥体中心","196"
20140513,2,"CO","南京-奥体中心","0.013"
20140513,2,"CO_24h","南京-奥体中心","0.029"
20140513,3,"AQI","南京-奥体中心","102"
20140513,3,"PM2.5","南京-奥体中心","54"
20140513,3,"PM2.5_24h","南京-奥体中心","59"
20140513,3,"PM10","南京-奥体中心","154"
20140513,3,"PM10_24h","南京-奥体中心","134"
20140513,3,"SO2","南京-奥体中心","13"
20140513,3,"SO2_24h","南京-奥体中心","24"
20140513,3,"NO2","南京-奥体中心","77"
20140513,3,"NO2_24h","南京-奥体中心","59"
20140513,3,"O3","南京-奥体中心","4"
20140513,3,"O3_24h","南京-奥体中心","216"
20140513,3,"O3_8h","南京-奥体中心","14"
20140513,3,"O3_8h_24h","南京-奥体中心","196"
20140513,3,"CO","南京-奥体中心","0.016"
20140513,3,"CO_24h","南京-奥体中心","0.029"
20140513,4,"AQI","南京-奥体中心","99"
20140513,4,"PM2.5","南京-奥体中心","53"
20140513,4,"PM2.5_24h","南京-奥体中心","58"
20140513,4,"PM10","南京-奥体中心","147"
20140513,4,"PM10_24h","南京-奥体中心","135"
20140513,4,"SO2","南京-奥体中心","15"
20140513,4,"SO2_24h","南京-奥体中心","24"
20140513,4,"NO2","南京-奥体中心","106"
20140513,4,"NO2_24h","南京-奥体中心","60"
20140513,4,"O3","南京-奥体中心","6"
20140513,4,"O3_24h","南京-奥体中心","216"
20140513,4,"O3_8h","南京-奥体中心","9"
20140513,4,"O3_8h_24h","南京-奥体中心","196"
20140513,4,"CO","南京-奥体中心","0.018"
20140513,4,"CO_24h","南京-奥体中心","0.029"
20140513,5,"AQI","南京-奥体中心","99"
20140513,5,"PM2.5","南京-奥体中心","61"
20140513,5,"PM2.5_24h","南京-奥体中心","57"
20140513,5,"PM10","南京-奥体中心","148"
20140513,5,"PM10_24h","南京-奥体中心","135"
20140513,5,"SO2","南京-奥体中心","16"
20140513,5,"SO2_24h","南京-奥体中心","23"
20140513,5,"NO2","南京-奥体中心","98"
20140513,5,"NO2_24h","南京-奥体中心","62"
20140513,5,"O3","南京-奥体中心","4"
20140513,5,"O3_24h","南京-奥体中心","216"
20140513,5,"O3_8h","南京-奥体中心","5"
20140513,5,"O3_8h_24h","南京-奥体中心","196"
20140513,5,"CO","南京-奥体中心","0.019"
20140513,5,"CO_24h","南京-奥体中心","0.028"
20140513,6,"AQI","南京-奥体中心","99"
20140513,6,"PM2.5","南京-奥体中心","64"
20140513,6,"PM2.5_24h","南京-奥体中心","56"
20140513,6,"PM10","南京-奥体中心","148"
20140513,6,"PM10_24h","南京-奥体中心","136"
20140513,6,"SO2","南京-奥体中心","14"
20140513,6,"SO2_24h","南京-奥体中心","21"
20140513,6,"NO2","南京-奥体中心","78"
20140513,6,"NO2_24h","南京-奥体中心","62"
20140513,6,"O3","南京-奥体中心","7"
20140513,6,"O3_24h","南京-奥体中心","216"
20140513,6,"O3_8h","南京-奥体中心","5"
20140513,6,"O3_8h_24h","南京-奥体中心","196"
20140513,6,"CO","南京-奥体中心","0.016"
20140513,6,"CO_24h","南京-奥体中心","0.026"
20140513,7,"AQI","南京-奥体中心","108"
20140513,7,"PM2.5","南京-奥体中心","77"
20140513,7,"PM2.5_24h","南京-奥体中心","55"
20140513,7,"PM10","南京-奥体中心","165"
20140513,7,"PM10_24h","南京-奥体中心","137"
20140513,7,"SO2","南京-奥体中心","25"
20140513,7,"SO2_24h","南京-奥体中心","20"
20140513,7,"NO2","南京-奥体中心","66"
20140513,7,"NO2_24h","南京-奥体中心","62"
20140513,7,"O3","南京-奥体中心","21"
20140513,7,"O3_24h","南京-奥体中心","216"
20140513,7,"O3_8h","南京-奥体中心","7"
20140513,7,"O3_8h_24h","南京-奥体中心","196"
20140513,7,"CO","南京-奥体中心","0.031"
20140513,7,"CO_24h","南京-奥体中心","0.024"
20140513,8,"AQI","南京-奥体中心","112"
20140513,8,"PM2.5","南京-奥体中心","84"
20140513,8,"PM2.5_24h","南京-奥体中心","55"
20140513,8,"PM10","南京-奥体中心","173"
20140513,8,"PM10_24h","南京-奥体中心","137"
20140513,8,"SO2","南京-奥体中心","19"
20140513,8,"SO2_24h","南京-奥体中心","17"
20140513,8,"NO2","南京-奥体中心","28"
20140513,8,"NO2_24h","南京-奥体中心","61"
20140513,8,"O3","南京-奥体中心","38"
20140513,8,"O3_24h","南京-奥体中心","216"
20140513,8,"O3_8h","南京-奥体中心","12"
20140513,8,"O3_8h_24h","南京-奥体中心","196"
20140513,8,"CO","南京-奥体中心","0.024"
20140513,8,"CO_24h","南京-奥体中心","0.021"
20140513,9,"AQI","南京-奥体中心","114"
20140513,9,"PM2.5","南京-奥体中心","78"
20140513,9,"PM2.5_24h","南京-奥体中心","54"
20140513,9,"PM10","南京-奥体中心","177"
20140513,9,"PM10_24h","南京-奥体中心","137"
20140513,9,"SO2","南京-奥体中心","3"
20140513,9,"SO2_24h","南京-奥体中心","14"
20140513,9,"NO2","南京-奥体中心","15"
20140513,9,"NO2_24h","南京-奥体中心","59"
20140513,9,"O3","南京-奥体中心","79"
20140513,9,"O3_24h","南京-奥体中心","216"
20140513,9,"O3_8h","南京-奥体中心","23"
20140513,9,"O3_8h_24h","南京-奥体中心","196"
20140513,9,"CO","南京-奥体中心","0.004"
20140513,9,"CO_24h","南京-奥体中心","0.018"
20140513,10,"AQI","南京-奥体中心","110"
20140513,10,"PM2.5","南京-奥体中心","72"
20140513,10,"PM2.5_24h","南京-奥体中心","53"
20140513,10,"PM10","南京-奥体中心","170"
20140513,10,"PM10_24h","南京-奥体中心","137"
20140513,10,"SO2","南京-奥体中心","3"
20140513,10,"SO2_24h","南京-奥体中心","13"
20140513,10,"NO2","南京-奥体中心","11"
20140513,10,"NO2_24h","南京-奥体中心","57"
20140513,10,"O3","南京-奥体中心","152"
20140513,10,"O3_24h","南京-奥体中心","216"
20140513,10,"O3_8h","南京-奥体中心","39"
20140513,10,"O3_8h_24h","南京-奥体中心","196"
20140513,10,"CO","南京-奥体中心","0.004"
20140513,10,"CO_24h","南京-奥体中心","0.016"
20140513,11,"AQI","南京-奥体中心","99"
20140513,11,"PM2.5","南京-奥体中心","74"
20140513,11,"PM2.5_24h","南京-奥体中心","53"
20140513,11,"PM10","南京-奥体中心","142"
20140513,11,"PM10_24h","南京-奥体中心","136"
20140513,11,"SO2","南京-奥体中心","4"
20140513,11,"SO2_24h","南京-奥体中心","12"
20140513,11,"NO2","南京-奥体中心","3"
20140513,11,"NO2_24h","南京-奥体中心","56"
20140513,11,"O3","南京-奥体中心","195"
20140513,11,"O3_24h","南京-奥体中心","216"
20140513,11,"O3_8h","南京-奥体中心","63"
20140513,11,"O3_8h_24h","南京-奥体中心","196"
20140513,11,"CO","南京-奥体中心","0.005"
20140513,11,"CO_24h","南京-奥体中心","0.015"
20140513,12,"AQI","南京-奥体中心","124"
20140513,12,"PM2.5","南京-奥体中心","71"
20140513,12,"PM2.5_24h","南京-奥体中心","55"
20140513,12,"PM10","南京-奥体中心","120"
20140513,12,"PM10_24h","南京-奥体中心","137"
20140513,12,"SO2","南京-奥体中心","4"
20140513,12,"SO2_24h","南京-奥体中心","12"
20140513,12,"NO2","南京-奥体中心","8"
20140513,12,"NO2_24h","南京-奥体中心","56"
20140513,12,"O3","南京-奥体中心","248"
20140513,12,"O3_24h","南京-奥体中心","248"
20140513,12,"O3_8h","南京-奥体中心","93"
20140513,12,"O3_8h_24h","南京-奥体中心","196"
20140513,12,"CO","南京-奥体中心","0.004"
20140513,12,"CO_24h","南京-奥体中心","0.015"
20140513,13,"AQI","南京-奥体中心","146"
20140513,13,"PM2.5","南京-奥体中心","67"
20140513,13,"PM2.5_24h","南京-奥体中心","56"
20140513,13,"PM10","南京-奥体中心","113"
20140513,13,"PM10_24h","南京-奥体中心","138"
20140513,13,"SO2","南京-奥体中心","4"
20140513,13,"SO2_24h","南京-奥体中心","11"
20140513,13,"NO2","南京-奥体中心","8"
20140513,13,"NO2_24h","南京-奥体中心","56"
20140513,13,"O3","南京-奥体中心","292"
20140513,13,"O3_24h","南京-奥体中心","292"
20140513,13,"O3_8h","南京-奥体中心","129"
20140513,13,"O3_8h_24h","南京-奥体中心","196"
20140513,13,"CO","南京-奥体中心","0.005"
20140513,13,"CO_24h","南京-奥体中心","0.014"
20140513,14,"AQI","南京-奥体中心","132"
20140513,14,"PM2.5","南京-奥体中心","54"
20140513,14,"PM2.5_24h","南京-奥体中心","57"
20140513,14,"PM10","南京-奥体中心","111"
20140513,14,"PM10_24h","南京-奥体中心","139"
20140513,14,"SO2","南京-奥体中心","3"
20140513,14,"SO2_24h","南京-奥体中心","11"
20140513,14,"NO2","南京-奥体中心","3"
20140513,14,"NO2_24h","南京-奥体中心","56"
20140513,14,"O3","南京-奥体中心","263"
20140513,14,"O3_24h","南京-奥体中心","292"
20140513,14,"O3_8h","南京-奥体中心","161"
20140513,14,"O3_8h_24h","南京-奥体中心","196"
20140513,14,"CO","南京-奥体中心","0.004"
20140513,14,"CO_24h","南京-奥体中心","0.014"
20140513,15,"AQI","南京-奥体中心","114"
20140513,15,"PM2.5","南京-奥体中心","55"
20140513,15,"PM2.5_24h","南京-奥体中心","57"
20140513,15,"PM10","南京-奥体中心","119"
20140513,15,"PM10_24h","南京-奥体中心","141"
20140513,15,"SO2","南京-奥体中心","3"
20140513,15,"SO2_24h","南京-奥体中心","10"
20140513,15,"NO2","南京-奥体中心","6"
20140513,15,"NO2_24h","南京-奥体中心","55"
20140513,15,"O3","南京-奥体中心","227"
20140513,15,"O3_24h","南京-奥体中心","292"
20140513,15,"O3_8h","南京-奥体中心","187"
20140513,15,"O3_8h_24h","南京-奥体中心","196"
20140513,15,"CO","南京-奥体中心","0.003"
20140513,15,"CO_24h","南京-奥体中心","0.013"
20140513,17,"AQI","南京-奥体中心","114"
20140513,17,"PM2.5","南京-奥体中心","60"
20140513,17,"PM2.5_24h","南京-奥体中心","59"
20140513,17,"PM10","南京-奥体中心","122"
20140513,17,"PM10_24h","南京-奥体中心","143"
20140513,17,"SO2","南京-奥体中心","4"
20140513,17,"SO2_24h","南京-奥体中心","9"
20140513,17,"NO2","南京-奥体中心","3"
20140513,17,"NO2_24h","南京-奥体中心","54"
20140513,17,"O3","南京-奥体中心","227"
20140513,17,"O3_24h","南京-奥体中心","292"
20140513,17,"O3_8h","南京-奥体中心","229"
20140513,17,"O3_8h_24h","南京-奥体中心","229"
20140513,17,"CO","南京-奥体中心","0.005"
20140513,17,"CO_24h","南京-奥体中心","0.011"
20140513,18,"AQI","南京-奥体中心","101"
20140513,18,"PM2.5","南京-奥体中心","62"
20140513,18,"PM2.5_24h","南京-奥体中心","61"
20140513,18,"PM10","南京-奥体中心","130"
20140513,18,"PM10_24h","南京-奥体中心","145"
20140513,18,"SO2","南京-奥体中心","2"
20140513,18,"SO2_24h","南京-奥体中心","9"
20140513,18,"NO2","南京-奥体中心","2"
20140513,18,"NO2_24h","南京-奥体中心","53"
20140513,18,"O3","南京-奥体中心","202"
20140513,18,"O3_24h","南京-奥体中心","292"
20140513,18,"O3_8h","南京-奥体中心","235"
20140513,18,"O3_8h_24h","南京-奥体中心","235"
20140513,18,"CO","南京-奥体中心","0.003"
20140513,18,"CO_24h","南京-奥体中心","0.011"
20140513,19,"AQI","南京-奥体中心","87"
20140513,19,"PM2.5","南京-奥体中心","63"
20140513,19,"PM2.5_24h","南京-奥体中心","62"
20140513,19,"PM10","南京-奥体中心","123"
20140513,19,"PM10_24h","南京-奥体中心","147"
20140513,19,"SO2","南京-奥体中心","3"
20140513,19,"SO2_24h","南京-奥体中心","9"
20140513,19,"NO2","南京-奥体中心","8"
20140513,19,"NO2_24h","南京-奥体中心","52"
20140513,19,"O3","南京-奥体中心","121"
20140513,19,"O3_24h","南京-奥体中心","292"
20140513,19,"O3_8h","南京-奥体中心","226"
20140513,19,"O3_8h_24h","南京-奥体中心","235"
20140513,19,"CO","南京-奥体中心","0.004"
20140513,19,"CO_24h","南京-奥体中心","0.011"
20140513,20,"AQI","南京-奥体中心","104"
20140513,20,"PM2.5","南京-奥体中心","75"
20140513,20,"PM2.5_24h","南京-奥体中心","64"
20140513,20,"PM10","南京-奥体中心","158"
20140513,20,"PM10_24h","南京-奥体中心","150"
20140513,20,"SO2","南京-奥体中心","4"
20140513,20,"SO2_24h","南京-奥体中心","8"
20140513,20,"NO2","南京-奥体中心","20"
20140513,20,"NO2_24h","南京-奥体中心","48"
20140513,20,"O3","南京-奥体中心","55"
20140513,20,"O3_24h","南京-奥体中心","292"
20140513,20,"O3_8h","南京-奥体中心","202"
20140513,20,"O3_8h_24h","南京-奥体中心","235"
20140513,20,"CO","南京-奥体中心","0.005"
20140513,20,"CO_24h","南京-奥体中心","0.01"
20140513,21,"AQI","南京-奥体中心","97"
20140513,21,"PM2.5","南京-奥体中心","72"
20140513,21,"PM2.5_24h","南京-奥体中心","65"
20140513,21,"PM10","南京-奥体中心","141"
20140513,21,"PM10_24h","南京-奥体中心","149"
20140513,21,"SO2","南京-奥体中心","10"
20140513,21,"SO2_24h","南京-奥体中心","8"
20140513,21,"NO2","南京-奥体中心","61"
20140513,21,"NO2_24h","南京-奥体中心","46"
20140513,21,"O3","南京-奥体中心","24"
20140513,21,"O3_24h","南京-奥体中心","292"
20140513,21,"O3_8h","南京-奥体中心","169"
20140513,21,"O3_8h_24h","南京-奥体中心","235"
20140513,21,"CO","南京-奥体中心","0.013"
20140513,21,"CO_24h","南京-奥体中心","0.01"
20140513,22,"AQI","南京-奥体中心","97"
20140513,22,"PM2.5","南京-奥体中心","72"
20140513,22,"PM2.5_24h","南京-奥体中心","66"
20140513,22,"PM10","南京-奥体中心","138"
20140513,22,"PM10_24h","南京-奥体中心","147"
20140513,22,"SO2","南京-奥体中心","5"
20140513,22,"SO2_24h","南京-奥体中心","8"
20140513,22,"NO2","南京-奥体中心","45"
20140513,22,"NO2_24h","南京-奥体中心","43"
20140513,22,"O3","南京-奥体中心","36"
20140513,22,"O3_24h","南京-奥体中心","292"
20140513,22,"O3_8h","南京-奥体中心","140"
20140513,22,"O3_8h_24h","南京-奥体中心","235"
20140513,22,"CO","南京-奥体中心","0.007"
20140513,22,"CO_24h","南京-奥体中心","0.01"
20140513,23,"AQI","南京-奥体中心","93"
20140513,23,"PM2.5","南京-奥体中心","69"
20140513,23,"PM2.5_24h","南京-奥体中心","66"
20140513,23,"PM10","南京-奥体中心","132"
20140513,23,"PM10_24h","南京-奥体中心","145"
20140513,23,"SO2","南京-奥体中心","11"
20140513,23,"SO2_24h","南京-奥体中心","8"
20140513,23,"NO2","南京-奥体中心","56"
20140513,23,"NO2_24h","南京-奥体中心","40"
20140513,23,"O3","南京-奥体中心","28"
20140513,23,"O3_24h","南京-奥体中心","292"
20140513,23,"O3_8h","南京-奥体中心","115"
20140513,23,"O3_8h_24h","南京-奥体中心","235"
20140513,23,"CO","南京-奥体中心","0.013"
20140513,23,"CO_24h","南京-奥体中心","0.01"
20140513,0,"AQI","南京-仙林大学城","98"
20140513,0,"PM2.5","南京-仙林大学城","55"
20140513,0,"PM2.5_24h","南京-仙林大学城","66"
20140513,0,"PM10","南京-仙林大学城","145"
20140513,0,"PM10_24h","南京-仙林大学城","119"
20140513,0,"SO2","南京-仙林大学城","11"
20140513,0,"SO2_24h","南京-仙林大学城","21"
20140513,0,"NO2","南京-仙林大学城","109"
20140513,0,"NO2_24h","南京-仙林大学城","62"
20140513,0,"O3","南京-仙林大学城","30"
20140513,0,"O3_24h","南京-仙林大学城","184"
20140513,0,"O3_8h","南京-仙林大学城","92"
20140513,0,"O3_8h_24h","南京-仙林大学城","164"
20140513,0,"CO","南京-仙林大学城","0.626"
20140513,0,"CO_24h","南京-仙林大学城","1.242"
20140513,1,"AQI","南京-仙林大学城","98"
20140513,1,"PM2.5","南京-仙林大学城","56"
20140513,1,"PM2.5_24h","南京-仙林大学城","65"
20140513,1,"PM10","南京-仙林大学城","146"
20140513,1,"PM10_24h","南京-仙林大学城","121"
20140513,1,"SO2","南京-仙林大学城","20"
20140513,1,"SO2_24h","南京-仙林大学城","21"
20140513,1,"NO2","南京-仙林大学城","87"
20140513,1,"NO2_24h","南京-仙林大学城","62"
20140513,1,"O3","南京-仙林大学城","46"
20140513,1,"O3_24h","南京-仙林大学城","184"
20140513,1,"O3_8h","南京-仙林大学城","76"
20140513,1,"O3_8h_24h","南京-仙林大学城","164"
20140513,1,"CO","南京-仙林大学城","0.51"
20140513,1,"CO_24h","南京-仙林大学城","1.211"
20140513,2,"AQI","南京-仙林大学城","83"
20140513,2,"PM2.5","南京-仙林大学城","55"
20140513,2,"PM2.5_24h","南京-仙林大学城","64"
20140513,2,"PM10","南京-仙林大学城","116"
20140513,2,"PM10_24h","南京-仙林大学城","121"
20140513,2,"SO2","南京-仙林大学城","19"
20140513,2,"SO2_24h","南京-仙林大学城","22"
20140513,2,"NO2","南京-仙林大学城","79"
20140513,2,"NO2_24h","南京-仙林大学城","61"
20140513,2,"O3","南京-仙林大学城","40"
20140513,2,"O3_24h","南京-仙林大学城","184"
20140513,2,"O3_8h","南京-仙林大学城","60"
20140513,2,"O3_8h_24h","南京-仙林大学城","164"
20140513,2,"CO","南京-仙林大学城","0.625"
20140513,2,"CO_24h","南京-仙林大学城","1.18"
20140513,3,"AQI","南京-仙林大学城","93"
20140513,3,"PM2.5","南京-仙林大学城","58"
20140513,3,"PM2.5_24h","南京-仙林大学城","63"
20140513,3,"PM10","南京-仙林大学城","135"
20140513,3,"PM10_24h","南京-仙林大学城","121"
20140513,3,"SO2","南京-仙林大学城","26"
20140513,3,"SO2_24h","南京-仙林大学城","22"
20140513,3,"NO2","南京-仙林大学城","75"
20140513,3,"NO2_24h","南京-仙林大学城","61"
20140513,3,"O3","南京-仙林大学城","51"
20140513,3,"O3_24h","南京-仙林大学城","184"
20140513,3,"O3_8h","南京-仙林大学城","52"
20140513,3,"O3_8h_24h","南京-仙林大学城","164"
20140513,3,"CO","南京-仙林大学城","0.675"
20140513,3,"CO_24h","南京-仙林大学城","1.135"
20140513,4,"AQI","南京-仙林大学城","95"
20140513,4,"PM2.5","南京-仙林大学城","71"
20140513,4,"PM2.5_24h","南京-仙林大学城","62"
20140513,4,"PM10","南京-仙林大学城","132"
20140513,4,"PM10_24h","南京-仙林大学城","121"
20140513,4,"SO2","南京-仙林大学城","25"
20140513,4,"SO2_24h","南京-仙林大学城","22"
20140513,4,"NO2","南京-仙林大学城","93"
20140513,4,"NO2_24h","南京-仙林大学城","62"
20140513,4,"O3","南京-仙林大学城","36"
20140513,4,"O3_24h","南京-仙林大学城","184"
20140513,4,"O3_8h","南京-仙林大学城","45"
20140513,4,"O3_8h_24h","南京-仙林大学城","164"
20140513,4,"CO","南京-仙林大学城","0.735"
20140513,4,"CO_24h","南京-仙林大学城","1.069"
20140513,5,"AQI","南京-仙林大学城","95"
20140513,5,"PM2.5","南京-仙林大学城","71"
20140513,5,"PM2.5_24h","南京-仙林大学城","61"
20140513,5,"PM10","南京-仙林大学城","131"
20140513,5,"PM10_24h","南京-仙林大学城","120"
20140513,5,"SO2","南京-仙林大学城","23"
20140513,5,"SO2_24h","南京-仙林大学城","21"
20140513,5,"NO2","南京-仙林大学城","94"
20140513,5,"NO2_24h","南京-仙林大学城","63"
20140513,5,"O3","南京-仙林大学城","30"
20140513,5,"O3_24h","南京-仙林大学城","184"
20140513,5,"O3_8h","南京-仙林大学城","37"
20140513,5,"O3_8h_24h","南京-仙林大学城","164"
20140513,5,"CO","南京-仙林大学城","0.808"
20140513,5,"CO_24h","南京-仙林大学城","1.019"
20140513,6,"AQI","南京-仙林大学城","99"
20140513,6,"PM2.5","南京-仙林大学城","71"
20140513,6,"PM2.5_24h","南京-仙林大学城","60"
20140513,6,"PM10","南京-仙林大学城","148"
20140513,6,"PM10_24h","南京-仙林大学城","121"
20140513,6,"SO2","南京-仙林大学城","32"
20140513,6,"SO2_24h","南京-仙林大学城","21"
20140513,6,"NO2","南京-仙林大学城","59"
20140513,6,"NO2_24h","南京-仙林大学城","62"
20140513,6,"O3","南京-仙林大学城","60"
20140513,6,"O3_24h","南京-仙林大学城","184"
20140513,6,"O3_8h","南京-仙林大学城","38"
20140513,6,"O3_8h_24h","南京-仙林大学城","164"
20140513,6,"CO","南京-仙林大学城","1.019"
20140513,6,"CO_24h","南京-仙林大学城","0.953"
20140513,7,"AQI","南京-仙林大学城","94"
20140513,7,"PM2.5","南京-仙林大学城","70"
20140513,7,"PM2.5_24h","南京-仙林大学城","59"
20140513,7,"PM10","南京-仙林大学城","126"
20140513,7,"PM10_24h","南京-仙林大学城","121"
20140513,7,"SO2","南京-仙林大学城","28"
20140513,7,"SO2_24h","南京-仙林大学城","20"
20140513,7,"NO2","南京-仙林大学城","59"
20140513,7,"NO2_24h","南京-仙林大学城","61"
20140513,7,"O3","南京-仙林大学城","55"
20140513,7,"O3_24h","南京-仙林大学城","184"
20140513,7,"O3_8h","南京-仙林大学城","44"
20140513,7,"O3_8h_24h","南京-仙林大学城","164"
20140513,7,"CO","南京-仙林大学城","1.014"
20140513,7,"CO_24h","南京-仙林大学城","0.858"
20140513,8,"AQI","南京-仙林大学城","103"
20140513,8,"PM2.5","南京-仙林大学城","77"
20140513,8,"PM2.5_24h","南京-仙林大学城","58"
20140513,8,"PM10","南京-仙林大学城","133"
20140513,8,"PM10_24h","南京-仙林大学城","120"
20140513,8,"SO2","南京-仙林大学城","31"
20140513,8,"SO2_24h","南京-仙林大学城","18"
20140513,8,"NO2","南京-仙林大学城","69"
20140513,8,"NO2_24h","南京-仙林大学城","61"
20140513,8,"O3","南京-仙林大学城","62"
20140513,8,"O3_24h","南京-仙林大学城","184"
20140513,8,"O3_8h","南京-仙林大学城","48"
20140513,8,"O3_8h_24h","南京-仙林大学城","164"
20140513,8,"CO","南京-仙林大学城","1.057"
20140513,8,"CO_24h","南京-仙林大学城","0.783"
20140513,9,"AQI","南京-仙林大学城","107"
20140513,9,"PM2.5","南京-仙林大学城","80"
20140513,9,"PM2.5_24h","南京-仙林大学城","57"
20140513,9,"PM10","南京-仙林大学城","156"
20140513,9,"PM10_24h","南京-仙林大学城","119"
20140513,9,"SO2","南京-仙林大学城","30"
20140513,9,"SO2_24h","南京-仙林大学城","17"
20140513,9,"NO2","南京-仙林大学城","48"
20140513,9,"NO2_24h","南京-仙林大学城","60"
20140513,9,"O3","南京-仙林大学城","118"
20140513,9,"O3_24h","南京-仙林大学城","184"
20140513,9,"O3_8h","南京-仙林大学城","57"
20140513,9,"O3_8h_24h","南京-仙林大学城","164"
20140513,9,"CO","南京-仙林大学城","0.93"
20140513,9,"CO_24h","南京-仙林大学城","0.711"
20140513,10,"AQI","南京-仙林大学城","109"
20140513,10,"PM2.5","南京-仙林大学城","82"
20140513,10,"PM2.5_24h","南京-仙林大学城","56"
20140513,10,"PM10","南京-仙林大学城","140"
20140513,10,"PM10_24h","南京-仙林大学城","118"
20140513,10,"SO2","南京-仙林大学城","28"
20140513,10,"SO2_24h","南京-仙林大学城","17"
20140513,10,"NO2","南京-仙林大学城","30"
20140513,10,"NO2_24h","南京-仙林大学城","59"
20140513,10,"O3","南京-仙林大学城","164"
20140513,10,"O3_24h","南京-仙林大学城","184"
20140513,10,"O3_8h","南京-仙林大学城","72"
20140513,10,"O3_8h_24h","南京-仙林大学城","164"
20140513,10,"CO","南京-仙林大学城","0.74"
20140513,10,"CO_24h","南京-仙林大学城","0.67"
20140513,11,"AQI","南京-仙林大学城","103"
20140513,11,"PM2.5","南京-仙林大学城","77"
20140513,11,"PM2.5_24h","南京-仙林大学城","56"
20140513,11,"PM10","南京-仙林大学城","125"
20140513,11,"PM10_24h","南京-仙林大学城","118"
20140513,11,"SO2","南京-仙林大学城","27"
20140513,11,"SO2_24h","南京-仙林大学城","17"
20140513,11,"NO2","南京-仙林大学城","24"
20140513,11,"NO2_24h","南京-仙林大学城","58"
20140513,11,"O3","南京-仙林大学城","179"
20140513,11,"O3_24h","南京-仙林大学城","184"
20140513,11,"O3_8h","南京-仙林大学城","88"
20140513,11,"O3_8h_24h","南京-仙林大学城","164"
20140513,11,"CO","南京-仙林大学城","0.676"
20140513,11,"CO_24h","南京-仙林大学城","0.664"
20140513,12,"AQI","南京-仙林大学城","95"
20140513,12,"PM2.5","南京-仙林大学城","66"
20140513,12,"PM2.5_24h","南京-仙林大学城","57"
20140513,12,"PM10","南京-仙林大学城","107"
20140513,12,"PM10_24h","南京-仙林大学城","118"
20140513,12,"SO2","南京-仙林大学城","25"
