"data","hour","type","site","value"
20140513,21,"PM10_24h","连云港-开发区恒瑞医药公司","104"
20140513,21,"SO2","连云港-开发区恒瑞医药公司","29"
20140513,21,"SO2_24h","连云港-开发区恒瑞医药公司","32"
20140513,21,"NO2","连云港-开发区恒瑞医药公司","45"
20140513,21,"NO2_24h","连云港-开发区恒瑞医药公司","36"
20140513,21,"O3","连云港-开发区恒瑞医药公司","119"
20140513,21,"O3_24h","连云港-开发区恒瑞医药公司","147"
20140513,21,"O3_8h","连云港-开发区恒瑞医药公司","134"
20140513,21,"O3_8h_24h","连云港-开发区恒瑞医药公司","135"
20140513,21,"CO","连云港-开发区恒瑞医药公司","0.681"
20140513,21,"CO_24h","连云港-开发区恒瑞医药公司","0.53"
20140513,22,"AQI","连云港-开发区恒瑞医药公司","97"
20140513,22,"PM2.5","连云港-开发区恒瑞医药公司","63"
20140513,22,"PM2.5_24h","连云港-开发区恒瑞医药公司","44"
20140513,22,"PM10","连云港-开发区恒瑞医药公司","144"
20140513,22,"PM10_24h","连云港-开发区恒瑞医药公司","106"
20140513,22,"SO2","连云港-开发区恒瑞医药公司","29"
20140513,22,"SO2_24h","连云港-开发区恒瑞医药公司","32"
20140513,22,"NO2","连云港-开发区恒瑞医药公司","41"
20140513,22,"NO2_24h","连云港-开发区恒瑞医药公司","37"
20140513,22,"O3","连云港-开发区恒瑞医药公司","107"
20140513,22,"O3_24h","连云港-开发区恒瑞医药公司","147"
20140513,22,"O3_8h","连云港-开发区恒瑞医药公司","132"
20140513,22,"O3_8h_24h","连云港-开发区恒瑞医药公司","135"
20140513,22,"CO","连云港-开发区恒瑞医药公司","0.66"
20140513,22,"CO_24h","连云港-开发区恒瑞医药公司","0.543"
20140513,23,"AQI","连云港-开发区恒瑞医药公司","104"
20140513,23,"PM2.5","连云港-开发区恒瑞医药公司","65"
20140513,23,"PM2.5_24h","连云港-开发区恒瑞医药公司","46"
20140513,23,"PM10","连云港-开发区恒瑞医药公司","158"
20140513,23,"PM10_24h","连云港-开发区恒瑞医药公司","109"
20140513,23,"SO2","连云港-开发区恒瑞医药公司","30"
20140513,23,"SO2_24h","连云港-开发区恒瑞医药公司","32"
20140513,23,"NO2","连云港-开发区恒瑞医药公司","39"
20140513,23,"NO2_24h","连云港-开发区恒瑞医药公司","37"
20140513,23,"O3","连云港-开发区恒瑞医药公司","91"
20140513,23,"O3_24h","连云港-开发区恒瑞医药公司","147"
20140513,23,"O3_8h","连云港-开发区恒瑞医药公司","127"
20140513,23,"O3_8h_24h","连云港-开发区恒瑞医药公司","135"
20140513,23,"CO","连云港-开发区恒瑞医药公司","0.734"
20140513,23,"CO_24h","连云港-开发区恒瑞医药公司","0.56"
20140513,0,"AQI","徐州-黄河新村","74"
20140513,0,"PM2.5","徐州-黄河新村","32"
20140513,0,"PM2.5_24h","徐州-黄河新村","30"
20140513,0,"PM10","徐州-黄河新村","97"
20140513,0,"PM10_24h","徐州-黄河新村","94"
20140513,0,"SO2","徐州-黄河新村","17"
20140513,0,"SO2_24h","徐州-黄河新村","16"
20140513,0,"NO2","徐州-黄河新村","15"
20140513,0,"NO2_24h","徐州-黄河新村","6"
20140513,0,"O3","徐州-黄河新村","27"
20140513,0,"O3_24h","徐州-黄河新村","81"
20140513,0,"O3_8h","徐州-黄河新村","27"
20140513,0,"O3_8h_24h","徐州-黄河新村","55"
20140513,0,"CO","徐州-黄河新村","1.031"
20140513,0,"CO_24h","徐州-黄河新村","0.804"
20140513,1,"AQI","徐州-黄河新村","65"
20140513,1,"PM2.5","徐州-黄河新村","26"
20140513,1,"PM2.5_24h","徐州-黄河新村","29"
20140513,1,"PM10","徐州-黄河新村","79"
20140513,1,"PM10_24h","徐州-黄河新村","93"
20140513,1,"SO2","徐州-黄河新村","17"
20140513,1,"SO2_24h","徐州-黄河新村","17"
20140513,1,"NO2","徐州-黄河新村","19"
20140513,1,"NO2_24h","徐州-黄河新村","7"
20140513,1,"O3","徐州-黄河新村","25"
20140513,1,"O3_24h","徐州-黄河新村","81"
20140513,1,"O3_8h","徐州-黄河新村","25"
20140513,1,"O3_8h_24h","徐州-黄河新村","55"
20140513,1,"CO","徐州-黄河新村","1.207"
20140513,1,"CO_24h","徐州-黄河新村","0.813"
20140513,2,"AQI","徐州-黄河新村","61"
20140513,2,"PM2.5","徐州-黄河新村","37"
20140513,2,"PM2.5_24h","徐州-黄河新村","29"
20140513,2,"PM10","徐州-黄河新村","72"
20140513,2,"PM10_24h","徐州-黄河新村","93"
20140513,2,"SO2","徐州-黄河新村","17"
20140513,2,"SO2_24h","徐州-黄河新村","17"
20140513,2,"NO2","徐州-黄河新村","31"
20140513,2,"NO2_24h","徐州-黄河新村","8"
20140513,2,"O3","徐州-黄河新村","25"
20140513,2,"O3_24h","徐州-黄河新村","81"
20140513,2,"O3_8h","徐州-黄河新村","24"
20140513,2,"O3_8h_24h","徐州-黄河新村","55"
20140513,2,"CO","徐州-黄河新村","1.299"
20140513,2,"CO_24h","徐州-黄河新村","0.829"
20140513,3,"AQI","徐州-黄河新村","63"
20140513,3,"PM2.5","徐州-黄河新村","29"
20140513,3,"PM2.5_24h","徐州-黄河新村","29"
20140513,3,"PM10","徐州-黄河新村","76"
20140513,3,"PM10_24h","徐州-黄河新村","93"
20140513,3,"SO2","徐州-黄河新村","17"
20140513,3,"SO2_24h","徐州-黄河新村","17"
20140513,3,"NO2","徐州-黄河新村","26"
20140513,3,"NO2_24h","徐州-黄河新村","8"
20140513,3,"O3","徐州-黄河新村","27"
20140513,3,"O3_24h","徐州-黄河新村","81"
20140513,3,"O3_8h","徐州-黄河新村","24"
20140513,3,"O3_8h_24h","徐州-黄河新村","55"
20140513,3,"CO","徐州-黄河新村","1.177"
20140513,3,"CO_24h","徐州-黄河新村","0.843"
20140513,4,"AQI","徐州-黄河新村","82"
20140513,4,"PM2.5","徐州-黄河新村","60"
20140513,4,"PM2.5_24h","徐州-黄河新村","30"
20140513,4,"PM10","徐州-黄河新村","77"
20140513,4,"PM10_24h","徐州-黄河新村","93"
20140513,4,"SO2","徐州-黄河新村","17"
20140513,4,"SO2_24h","徐州-黄河新村","17"
20140513,4,"NO2","徐州-黄河新村","27"
20140513,4,"NO2_24h","徐州-黄河新村","9"
20140513,4,"O3","徐州-黄河新村","25"
20140513,4,"O3_24h","徐州-黄河新村","81"
20140513,4,"O3_8h","徐州-黄河新村","24"
20140513,4,"O3_8h_24h","徐州-黄河新村","55"
20140513,4,"CO","徐州-黄河新村","1.381"
20140513,4,"CO_24h","徐州-黄河新村","0.867"
20140513,5,"AQI","徐州-黄河新村","64"
20140513,5,"PM2.5","徐州-黄河新村","45"
20140513,5,"PM2.5_24h","徐州-黄河新村","31"
20140513,5,"PM10","徐州-黄河新村","77"
20140513,5,"PM10_24h","徐州-黄河新村","93"
20140513,5,"SO2","徐州-黄河新村","18"
20140513,5,"SO2_24h","徐州-黄河新村","17"
20140513,5,"NO2","徐州-黄河新村","30"
20140513,5,"NO2_24h","徐州-黄河新村","10"
20140513,5,"O3","徐州-黄河新村","21"
20140513,5,"O3_24h","徐州-黄河新村","81"
20140513,5,"O3_8h","徐州-黄河新村","24"
20140513,5,"O3_8h_24h","徐州-黄河新村","55"
20140513,5,"CO","徐州-黄河新村","1.627"
20140513,5,"CO_24h","徐州-黄河新村","0.902"
20140513,6,"AQI","徐州-黄河新村","68"
20140513,6,"PM2.5","徐州-黄河新村","42"
20140513,6,"PM2.5_24h","徐州-黄河新村","32"
20140513,6,"PM10","徐州-黄河新村","85"
20140513,6,"PM10_24h","徐州-黄河新村","93"
20140513,6,"SO2","徐州-黄河新村","23"
20140513,6,"SO2_24h","徐州-黄河新村","17"
20140513,6,"NO2","徐州-黄河新村","38"
20140513,6,"NO2_24h","徐州-黄河新村","12"
20140513,6,"O3","徐州-黄河新村","16"
20140513,6,"O3_24h","徐州-黄河新村","81"
20140513,6,"O3_8h","徐州-黄河新村","24"
20140513,6,"O3_8h_24h","徐州-黄河新村","55"
20140513,6,"CO","徐州-黄河新村","2.084"
20140513,6,"CO_24h","徐州-黄河新村","0.955"
20140513,7,"AQI","徐州-黄河新村","76"
20140513,7,"PM2.5","徐州-黄河新村","44"
20140513,7,"PM2.5_24h","徐州-黄河新村","32"
20140513,7,"PM10","徐州-黄河新村","102"
20140513,7,"PM10_24h","徐州-黄河新村","94"
20140513,7,"SO2","徐州-黄河新村","24"
20140513,7,"SO2_24h","徐州-黄河新村","17"
20140513,7,"NO2","徐州-黄河新村","25"
20140513,7,"NO2_24h","徐州-黄河新村","12"
20140513,7,"O3","徐州-黄河新村","16"
20140513,7,"O3_24h","徐州-黄河新村","81"
20140513,7,"O3_8h","徐州-黄河新村","23"
20140513,7,"O3_8h_24h","徐州-黄河新村","54"
20140513,7,"CO","徐州-黄河新村","2.228"
20140513,7,"CO_24h","徐州-黄河新村","1.013"
20140513,8,"AQI","徐州-黄河新村","86"
20140513,8,"PM2.5","徐州-黄河新村","57"
20140513,8,"PM2.5_24h","徐州-黄河新村","33"
20140513,8,"PM10","徐州-黄河新村","122"
20140513,8,"PM10_24h","徐州-黄河新村","95"
20140513,8,"SO2","徐州-黄河新村","24"
20140513,8,"SO2_24h","徐州-黄河新村","18"
20140513,8,"NO2","徐州-黄河新村","17"
20140513,8,"NO2_24h","徐州-黄河新村","13"
20140513,8,"O3","徐州-黄河新村","14"
20140513,8,"O3_24h","徐州-黄河新村","81"
20140513,8,"O3_8h","徐州-黄河新村","21"
20140513,8,"O3_8h_24h","徐州-黄河新村","51"
20140513,8,"CO","徐州-黄河新村","2.198"
20140513,8,"CO_24h","徐州-黄河新村","1.067"
20140513,9,"AQI","徐州-黄河新村","99"
20140513,9,"PM2.5","徐州-黄河新村","74"
20140513,9,"PM2.5_24h","徐州-黄河新村","35"
20140513,9,"PM10","徐州-黄河新村","141"
20140513,9,"PM10_24h","徐州-黄河新村","97"
20140513,9,"SO2","徐州-黄河新村","21"
20140513,9,"SO2_24h","徐州-黄河新村","18"
20140513,9,"NO2","徐州-黄河新村","6"
20140513,9,"NO2_24h","徐州-黄河新村","13"
20140513,9,"O3","徐州-黄河新村","15"
20140513,9,"O3_24h","徐州-黄河新村","81"
20140513,9,"O3_8h","徐州-黄河新村","20"
20140513,9,"O3_8h_24h","徐州-黄河新村","50"
20140513,9,"CO","徐州-黄河新村","2.056"
20140513,9,"CO_24h","徐州-黄河新村","1.115"
20140513,10,"AQI","徐州-黄河新村","88"
20140513,10,"PM2.5","徐州-黄河新村","65"
20140513,10,"PM2.5_24h","徐州-黄河新村","36"
20140513,10,"PM10","徐州-黄河新村","126"
20140513,10,"PM10_24h","徐州-黄河新村","97"
20140513,10,"SO2","徐州-黄河新村","19"
20140513,10,"SO2_24h","徐州-黄河新村","18"
20140513,10,"NO2","徐州-黄河新村","9"
20140513,10,"NO2_24h","徐州-黄河新村","13"
20140513,10,"O3","徐州-黄河新村","17"
20140513,10,"O3_24h","徐州-黄河新村","81"
20140513,10,"O3_8h","徐州-黄河新村","19"
20140513,10,"O3_8h_24h","徐州-黄河新村","50"
20140513,10,"CO","徐州-黄河新村","2.076"
20140513,10,"CO_24h","徐州-黄河新村","1.165"
20140513,11,"AQI","徐州-黄河新村","74"
20140513,11,"PM2.5","徐州-黄河新村","43"
20140513,11,"PM2.5_24h","徐州-黄河新村","37"
20140513,11,"PM10","徐州-黄河新村","98"
20140513,11,"PM10_24h","徐州-黄河新村","96"
20140513,11,"SO2","徐州-黄河新村","18"
20140513,11,"SO2_24h","徐州-黄河新村","18"
20140513,11,"NO2","徐州-黄河新村","5"
20140513,11,"NO2_24h","徐州-黄河新村","13"
20140513,11,"O3","徐州-黄河新村","19"
20140513,11,"O3_24h","徐州-黄河新村","81"
20140513,11,"O3_8h","徐州-黄河新村","18"
20140513,11,"O3_8h_24h","徐州-黄河新村","50"
20140513,11,"CO","徐州-黄河新村","1.763"
20140513,11,"CO_24h","徐州-黄河新村","1.203"
20140513,12,"AQI","徐州-黄河新村","73"
20140513,12,"PM2.5","徐州-黄河新村","39"
20140513,12,"PM2.5_24h","徐州-黄河新村","37"
20140513,12,"PM10","徐州-黄河新村","96"
20140513,12,"PM10_24h","徐州-黄河新村","96"
20140513,12,"SO2","徐州-黄河新村","17"
20140513,12,"SO2_24h","徐州-黄河新村","18"
20140513,12,"NO2","徐州-黄河新村","5"
20140513,12,"NO2_24h","徐州-黄河新村","13"
20140513,12,"O3","徐州-黄河新村","28"
20140513,12,"O3_24h","徐州-黄河新村","81"
20140513,12,"O3_8h","徐州-黄河新村","18"
20140513,12,"O3_8h_24h","徐州-黄河新村","50"
20140513,12,"CO","徐州-黄河新村","1.372"
20140513,12,"CO_24h","徐州-黄河新村","1.232"
20140513,13,"AQI","徐州-黄河新村","62"
20140513,13,"PM2.5","徐州-黄河新村","32"
20140513,13,"PM2.5_24h","徐州-黄河新村","37"
20140513,13,"PM10","徐州-黄河新村","73"
20140513,13,"PM10_24h","徐州-黄河新村","95"
20140513,13,"SO2","徐州-黄河新村","18"
20140513,13,"SO2_24h","徐州-黄河新村","18"
20140513,13,"NO2","徐州-黄河新村","5"
20140513,13,"NO2_24h","徐州-黄河新村","13"
20140513,13,"O3","徐州-黄河新村","39"
20140513,13,"O3_24h","徐州-黄河新村","54"
20140513,13,"O3_8h","徐州-黄河新村","21"
20140513,13,"O3_8h_24h","徐州-黄河新村","50"
20140513,13,"CO","徐州-黄河新村","1.143"
20140513,13,"CO_24h","徐州-黄河新村","1.256"
20140513,14,"AQI","徐州-黄河新村","58"
20140513,14,"PM2.5","徐州-黄河新村","25"
20140513,14,"PM2.5_24h","徐州-黄河新村","38"
20140513,14,"PM10","徐州-黄河新村","65"
20140513,14,"PM10_24h","徐州-黄河新村","94"
20140513,14,"SO2","徐州-黄河新村","18"
20140513,14,"SO2_24h","徐州-黄河新村","18"
20140513,14,"NO2","徐州-黄河新村","4"
20140513,14,"NO2_24h","徐州-黄河新村","13"
20140513,14,"O3","徐州-黄河新村","40"
20140513,14,"O3_24h","徐州-黄河新村","51"
20140513,14,"O3_8h","徐州-黄河新村","24"
20140513,14,"O3_8h_24h","徐州-黄河新村","50"
20140513,14,"CO","徐州-黄河新村","1.028"
20140513,14,"CO_24h","徐州-黄河新村","1.274"
20140513,15,"AQI","徐州-黄河新村","57"
20140513,15,"PM2.5","徐州-黄河新村","22"
20140513,15,"PM2.5_24h","徐州-黄河新村","38"
20140513,15,"PM10","徐州-黄河新村","64"
20140513,15,"PM10_24h","徐州-黄河新村","93"
20140513,15,"SO2","徐州-黄河新村","17"
20140513,15,"SO2_24h","徐州-黄河新村","18"
20140513,15,"NO2","徐州-黄河新村","3"
20140513,15,"NO2_24h","徐州-黄河新村","13"
20140513,15,"O3","徐州-黄河新村","26"
20140513,15,"O3_24h","徐州-黄河新村","43"
20140513,15,"O3_8h","徐州-黄河新村","25"
20140513,15,"O3_8h_24h","徐州-黄河新村","50"
20140513,15,"CO","徐州-黄河新村","0.991"
20140513,15,"CO_24h","徐州-黄河新村","1.291"
20140513,17,"AQI","徐州-黄河新村","54"
20140513,17,"PM2.5","徐州-黄河新村","20"
20140513,17,"PM2.5_24h","徐州-黄河新村","37"
20140513,17,"PM10","徐州-黄河新村","58"
20140513,17,"PM10_24h","徐州-黄河新村","90"
20140513,17,"SO2","徐州-黄河新村","18"
20140513,17,"SO2_24h","徐州-黄河新村","18"
20140513,17,"NO2","徐州-黄河新村","4"
20140513,17,"NO2_24h","徐州-黄河新村","13"
20140513,17,"O3","徐州-黄河新村","31"
20140513,17,"O3_24h","徐州-黄河新村","40"
20140513,17,"O3_8h","徐州-黄河新村","28"
20140513,17,"O3_8h_24h","徐州-黄河新村","50"
20140513,17,"CO","徐州-黄河新村","0.93"
20140513,17,"CO_24h","徐州-黄河新村","1.318"
20140513,18,"AQI","徐州-黄河新村","56"
20140513,18,"PM2.5","徐州-黄河新村","21"
20140513,18,"PM2.5_24h","徐州-黄河新村","37"
20140513,18,"PM10","徐州-黄河新村","61"
20140513,18,"PM10_24h","徐州-黄河新村","89"
20140513,18,"SO2","徐州-黄河新村","18"
20140513,18,"SO2_24h","徐州-黄河新村","18"
20140513,18,"NO2","徐州-黄河新村","4"
20140513,18,"NO2_24h","徐州-黄河新村","13"
20140513,18,"O3","徐州-黄河新村","23"
20140513,18,"O3_24h","徐州-黄河新村","40"
20140513,18,"O3_8h","徐州-黄河新村","29"
20140513,18,"O3_8h_24h","徐州-黄河新村","49"
20140513,18,"CO","徐州-黄河新村","0.952"
20140513,18,"CO_24h","徐州-黄河新村","1.33"
20140513,19,"AQI","徐州-黄河新村","61"
20140513,19,"PM2.5","徐州-黄河新村","34"
20140513,19,"PM2.5_24h","徐州-黄河新村","38"
20140513,19,"PM10","徐州-黄河新村","72"
20140513,19,"PM10_24h","徐州-黄河新村","88"
20140513,19,"SO2","徐州-黄河新村","18"
20140513,19,"SO2_24h","徐州-黄河新村","18"
20140513,19,"NO2","徐州-黄河新村","4"
20140513,19,"NO2_24h","徐州-黄河新村","13"
20140513,19,"O3","徐州-黄河新村","17"
20140513,19,"O3_24h","徐州-黄河新村","40"
20140513,19,"O3_8h","徐州-黄河新村","29"
20140513,19,"O3_8h_24h","徐州-黄河新村","44"
20140513,19,"CO","徐州-黄河新村","0.992"
20140513,19,"CO_24h","徐州-黄河新村","1.341"
20140513,20,"AQI","徐州-黄河新村","65"
20140513,20,"PM2.5","徐州-黄河新村","32"
20140513,20,"PM2.5_24h","徐州-黄河新村","38"
20140513,20,"PM10","徐州-黄河新村","79"
20140513,20,"PM10_24h","徐州-黄河新村","87"
20140513,20,"SO2","徐州-黄河新村","18"
20140513,20,"SO2_24h","徐州-黄河新村","18"
20140513,20,"NO2","徐州-黄河新村","5"
20140513,20,"NO2_24h","徐州-黄河新村","13"
20140513,20,"O3","徐州-黄河新村","15"
20140513,20,"O3_24h","徐州-黄河新村","40"
20140513,20,"O3_8h","徐州-黄河新村","27"
20140513,20,"O3_8h_24h","徐州-黄河新村","37"
20140513,20,"CO","徐州-黄河新村","1.044"
20140513,20,"CO_24h","徐州-黄河新村","1.351"
20140513,21,"AQI","徐州-黄河新村","77"
20140513,21,"PM2.5","徐州-黄河新村","46"
20140513,21,"PM2.5_24h","徐州-黄河新村","38"
20140513,21,"PM10","徐州-黄河新村","104"
20140513,21,"PM10_24h","徐州-黄河新村","87"
20140513,21,"SO2","徐州-黄河新村","18"
20140513,21,"SO2_24h","徐州-黄河新村","18"
20140513,21,"NO2","徐州-黄河新村","7"
20140513,21,"NO2_24h","徐州-黄河新村","13"
20140513,21,"O3","徐州-黄河新村","14"
20140513,21,"O3_24h","徐州-黄河新村","40"
20140513,21,"O3_8h","徐州-黄河新村","24"
20140513,21,"O3_8h_24h","徐州-黄河新村","33"
20140513,21,"CO","徐州-黄河新村","1.119"
20140513,21,"CO_24h","徐州-黄河新村","1.362"
20140513,22,"AQI","徐州-黄河新村","81"
20140513,22,"PM2.5","徐州-黄河新村","48"
20140513,22,"PM2.5_24h","徐州-黄河新村","39"
20140513,22,"PM10","徐州-黄河新村","112"
20140513,22,"PM10_24h","徐州-黄河新村","87"
20140513,22,"SO2","徐州-黄河新村","18"
20140513,22,"SO2_24h","徐州-黄河新村","18"
20140513,22,"NO2","徐州-黄河新村","8"
20140513,22,"NO2_24h","徐州-黄河新村","13"
20140513,22,"O3","徐州-黄河新村","21"
20140513,22,"O3_24h","徐州-黄河新村","40"
20140513,22,"O3_8h","徐州-黄河新村","21"
20140513,22,"O3_8h_24h","徐州-黄河新村","29"
20140513,22,"CO","徐州-黄河新村","1.158"
20140513,22,"CO_24h","徐州-黄河新村","1.372"
20140513,23,"AQI","徐州-黄河新村","78"
20140513,23,"PM2.5","徐州-黄河新村","46"
20140513,23,"PM2.5_24h","徐州-黄河新村","39"
20140513,23,"PM10","徐州-黄河新村","105"
20140513,23,"PM10_24h","徐州-黄河新村","88"
20140513,23,"SO2","徐州-黄河新村","19"
20140513,23,"SO2_24h","徐州-黄河新村","19"
20140513,23,"NO2","徐州-黄河新村","6"
20140513,23,"NO2_24h","徐州-黄河新村","13"
20140513,23,"O3","徐州-黄河新村","21"
20140513,23,"O3_24h","徐州-黄河新村","40"
20140513,23,"O3_8h","徐州-黄河新村","21"
20140513,23,"O3_8h_24h","徐州-黄河新村","29"
20140513,23,"CO","徐州-黄河新村","1.161"
20140513,23,"CO_24h","徐州-黄河新村","1.373"
20140513,0,"AQI","徐州-淮塔","67"
20140513,0,"PM2.5","徐州-淮塔","48"
20140513,0,"PM2.5_24h","徐州-淮塔","45"
20140513,0,"PM10","徐州-淮塔","83"
20140513,0,"PM10_24h","徐州-淮塔","78"
20140513,0,"SO2","徐州-淮塔","20"
20140513,0,"SO2_24h","徐州-淮塔","26"
20140513,0,"NO2","徐州-淮塔","48"
20140513,0,"NO2_24h","徐州-淮塔","13"
20140513,0,"O3","徐州-淮塔","23"
20140513,0,"O3_24h","徐州-淮塔","161"
20140513,0,"O3_8h","徐州-淮塔","100"
20140513,0,"O3_8h_24h","徐州-淮塔","150"
20140513,0,"CO","徐州-淮塔","1.244"
20140513,0,"CO_24h","徐州-淮塔","0.839"
20140513,1,"AQI","徐州-淮塔","73"
20140513,1,"PM2.5","徐州-淮塔","53"
20140513,1,"PM2.5_24h","徐州-淮塔","45"
20140513,1,"PM10","徐州-淮塔","88"
20140513,1,"PM10_24h","徐州-淮塔","79"
20140513,1,"SO2","徐州-淮塔","19"
20140513,1,"SO2_24h","徐州-淮塔","26"
20140513,1,"NO2","徐州-淮塔","52"
20140513,1,"NO2_24h","徐州-淮塔","15"
20140513,1,"O3","徐州-淮塔","17"
20140513,1,"O3_24h","徐州-淮塔","161"
20140513,1,"O3_8h","徐州-淮塔","83"
20140513,1,"O3_8h_24h","徐州-淮塔","150"
20140513,1,"CO","徐州-淮塔","1.244"
20140513,1,"CO_24h","徐州-淮塔","0.848"
20140513,2,"AQI","徐州-淮塔","74"
20140513,2,"PM2.5","徐州-淮塔","54"
20140513,2,"PM2.5_24h","徐州-淮塔","45"
20140513,2,"PM10","徐州-淮塔","97"
20140513,2,"PM10_24h","徐州-淮塔","80"
20140513,2,"SO2","徐州-淮塔","18"
20140513,2,"SO2_24h","徐州-淮塔","26"
20140513,2,"NO2","徐州-淮塔","47"
20140513,2,"NO2_24h","徐州-淮塔","16"
20140513,2,"O3","徐州-淮塔","8"
20140513,2,"O3_24h","徐州-淮塔","161"
20140513,2,"O3_8h","徐州-淮塔","66"
20140513,2,"O3_8h_24h","徐州-淮塔","150"
20140513,2,"CO","徐州-淮塔","1.388"
20140513,2,"CO_24h","徐州-淮塔","0.872"
20140513,3,"AQI","徐州-淮塔","73"
20140513,3,"PM2.5","徐州-淮塔","53"
20140513,3,"PM2.5_24h","徐州-淮塔","46"
20140513,3,"PM10","徐州-淮塔","76"
20140513,3,"PM10_24h","徐州-淮塔","81"
20140513,3,"SO2","徐州-淮塔","18"
20140513,3,"SO2_24h","徐州-淮塔","26"
20140513,3,"NO2","徐州-淮塔","48"
20140513,3,"NO2_24h","徐州-淮塔","18"
20140513,3,"O3","徐州-淮塔","3"
20140513,3,"O3_24h","徐州-淮塔","161"
20140513,3,"O3_8h","徐州-淮塔","50"
20140513,3,"O3_8h_24h","徐州-淮塔","150"
20140513,3,"CO","徐州-淮塔","1.655"
20140513,3,"CO_24h","徐州-淮塔","0.906"
20140513,4,"AQI","徐州-淮塔","94"
20140513,4,"PM2.5","徐州-淮塔","70"
20140513,4,"PM2.5_24h","徐州-淮塔","47"
20140513,4,"PM10","徐州-淮塔","83"
20140513,4,"PM10_24h","徐州-淮塔","81"
20140513,4,"SO2","徐州-淮塔","18"
20140513,4,"SO2_24h","徐州-淮塔","25"
20140513,4,"NO2","徐州-淮塔","40"
20140513,4,"NO2_24h","徐州-淮塔","19"
20140513,4,"O3","徐州-淮塔","3"
20140513,4,"O3_24h","徐州-淮塔","161"
20140513,4,"O3_8h","徐州-淮塔","37"
20140513,4,"O3_8h_24h","徐州-淮塔","150"
20140513,4,"CO","徐州-淮塔","1.674"
20140513,4,"CO_24h","徐州-淮塔","0.94"
20140513,5,"AQI","徐州-淮塔","85"
20140513,5,"PM2.5","徐州-淮塔","63"
20140513,5,"PM2.5_24h","徐州-淮塔","48"
20140513,5,"PM10","徐州-淮塔","89"
20140513,5,"PM10_24h","徐州-淮塔","81"
20140513,5,"SO2","徐州-淮塔","17"
20140513,5,"SO2_24h","徐州-淮塔","25"
20140513,5,"NO2","徐州-淮塔","36"
20140513,5,"NO2_24h","徐州-淮塔","20"
20140513,5,"O3","徐州-淮塔","5"
20140513,5,"O3_24h","徐州-淮塔","161"
20140513,5,"O3_8h","徐州-淮塔","27"
20140513,5,"O3_8h_24h","徐州-淮塔","150"
20140513,5,"CO","徐州-淮塔","1.692"
20140513,5,"CO_24h","徐州-淮塔","0.974"
20140513,6,"AQI","徐州-淮塔","78"
20140513,6,"PM2.5","徐州-淮塔","57"
20140513,6,"PM2.5_24h","徐州-淮塔","48"
20140513,6,"PM10","徐州-淮塔","104"
20140513,6,"PM10_24h","徐州-淮塔","83"
20140513,6,"SO2","徐州-淮塔","18"
20140513,6,"SO2_24h","徐州-淮塔","24"
20140513,6,"NO2","徐州-淮塔","42"
20140513,6,"NO2_24h","徐州-淮塔","22"
20140513,6,"O3","徐州-淮塔","4"
20140513,6,"O3_24h","徐州-淮塔","161"
20140513,6,"O3_8h","徐州-淮塔","15"
20140513,6,"O3_8h_24h","徐州-淮塔","150"
20140513,6,"CO","徐州-淮塔","2.612"
20140513,6,"CO_24h","徐州-淮塔","1.045"
20140513,7,"AQI","徐州-淮塔","85"
20140513,7,"PM2.5","徐州-淮塔","63"
20140513,7,"PM2.5_24h","徐州-淮塔","49"
20140513,7,"PM10","徐州-淮塔","101"
20140513,7,"PM10_24h","徐州-淮塔","84"
20140513,7,"SO2","徐州-淮塔","35"
20140513,7,"SO2_24h","徐州-淮塔","24"
20140513,7,"NO2","徐州-淮塔","47"
20140513,7,"NO2_24h","徐州-淮塔","23"
20140513,7,"O3","徐州-淮塔","9"
20140513,7,"O3_24h","徐州-淮塔","161"
20140513,7,"O3_8h","徐州-淮塔","9"
20140513,7,"O3_8h_24h","徐州-淮塔","150"
20140513,7,"CO","徐州-淮塔","2.55"
20140513,7,"CO_24h","徐州-淮塔","1.112"
20140513,8,"AQI","徐州-淮塔","99"
20140513,8,"PM2.5","徐州-淮塔","74"
20140513,8,"PM2.5_24h","徐州-淮塔","50"
20140513,8,"PM10","徐州-淮塔","123"
20140513,8,"PM10_24h","徐州-淮塔","86"
20140513,8,"SO2","徐州-淮塔","56"
20140513,8,"SO2_24h","徐州-淮塔","25"
20140513,8,"NO2","徐州-淮塔","42"
20140513,8,"NO2_24h","徐州-淮塔","25"
20140513,8,"O3","徐州-淮塔","40"
20140513,8,"O3_24h","徐州-淮塔","161"
20140513,8,"O3_8h","徐州-淮塔","11"
20140513,8,"O3_8h_24h","徐州-淮塔","150"
20140513,8,"CO","徐州-淮塔","1.389"
20140513,8,"CO_24h","徐州-淮塔","1.131"
20140513,9,"AQI","徐州-淮塔","118"
20140513,9,"PM2.5","徐州-淮塔","89"
20140513,9,"PM2.5_24h","徐州-淮塔","52"
20140513,9,"PM10","徐州-淮塔","146"
20140513,9,"PM10_24h","徐州-淮塔","89"
20140513,9,"SO2","徐州-淮塔","56"
20140513,9,"SO2_24h","徐州-淮塔","27"
20140513,9,"NO2","徐州-淮塔","31"
20140513,9,"NO2_24h","徐州-淮塔","26"
20140513,9,"O3","徐州-淮塔","90"
20140513,9,"O3_24h","徐州-淮塔","161"
20140513,9,"O3_8h","徐州-淮塔","20"
20140513,9,"O3_8h_24h","徐州-淮塔","150"
